Unnamed: 0,title,date,stock,sentiment
1224187.0,Tredegar Q1 EPS From Ongoing Operations $0.340 Up From $0.220 YoY,2020-05-11 08:49:00-04:00,TG,neutral
1224188.0,130 Biggest Movers From Yesterday,2020-03-18 06:06:00-04:00,TG,neutral
1224189.0,"Tredegar Q4 EPS $(0.09) Down From $0.43 YoY, Sales $124.292M Down From $152.672M YoY",2020-03-16 08:47:00-04:00,TG,neutral
1224190.0,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,TG,negative
1224191.0,Stocks That Hit 52-Week Highs On Thursday,2019-12-12 10:21:00-05:00,TG,neutral
1224192.0,Stocks That Hit 52-Week Highs On Wednesday,2019-12-11 10:49:00-05:00,TG,neutral
1224193.0,Stocks That Hit 52-Week Highs On Tuesday,2019-12-10 14:27:00-05:00,TG,neutral
1224194.0,EPA Plans To Send 2020 Biofuel Proposal To White House Office Of Management And Budget By End Of Week,2019-12-05 15:37:00-05:00,TG,neutral
1224195.0,Stocks That Hit 52-Week Highs On Tuesday,2019-11-12 10:11:00-05:00,TG,neutral
1224196.0,Stocks That Hit 52-Week Highs On Monday,2019-11-11 10:15:00-05:00,TG,neutral
1224197.0,Stocks That Hit 52-Week Highs On Friday,2019-11-08 10:30:00-05:00,TG,neutral
1224198.0,Stocks That Hit 52-Week Highs On Thursday,2019-11-07 10:16:00-05:00,TG,neutral
1224199.0,"Tredegar Q3 EPS $0.34 Up From $0.26 YoY, Sales $243.22M Down From $267.294M YoY",2019-11-06 16:24:00-05:00,TG,neutral
1224200.0,Stocks That Hit 52-Week Highs On Wednesday,2019-11-06 10:10:00-05:00,TG,neutral
1224201.0,"Tredegar Q2 EPS $0.44 Up From $0.35 YoY, Sales $248.248M Down From $263.759M YoY",2019-08-08 16:49:00-04:00,TG,neutral
1224202.0,"Tredegar Q1 EPS $0.22 Down From $0.39 YoY, Sales $248.466M Down From $258.711M YoY",2019-05-09 17:13:00-04:00,TG,neutral
1224203.0,70 Biggest Movers From Yesterday,2019-03-20 05:36:00-04:00,TG,neutral
1224204.0,"Tredegar Q4 EPS $0.43 Up From $0.20 YoY, Sales $275.71M Up From $245.836M YoY",2019-03-18 16:36:00-04:00,TG,neutral
1224205.0,"Stocks That Will Be Trading Ex Dividend Thurs., Dec. 13, 2018",2018-12-12 11:15:00-05:00,TG,neutral
1224206.0,85 Biggest Movers From Friday,2018-11-12 05:16:00-05:00,TG,neutral
1224207.0,"Tredegar Q3 EPS $0.26 Down From $0.28 YoY, Sales $267.29M Up From $247.121M YoY",2018-11-09 08:28:00-05:00,TG,neutral
1224208.0,"Stocks Trading Ex Dividend For Thurs., Sep. 13, 2018",2018-09-14 07:09:00-04:00,TG,neutral
1224209.0,"Stocks Trading Ex Dividend For Thurs., Sep. 13, 2018",2018-09-13 09:42:00-04:00,TG,neutral
1224210.0,75 Biggest Movers From Yesterday,2018-08-03 06:10:00-04:00,TG,neutral
1224211.0,65 Stocks Moving In Thursday's Mid-Day Session,2018-08-02 12:26:00-04:00,TG,neutral
