Unnamed: 0,title,date,stock,sentiment
1021442.0,"Shares of several industrials companies are trading lower with the overall market as coronavirus cases increase in some US states that have reopened, leading to concerns of a second wave of the virus.",2020-06-11 10:25:00-04:00,PNR,positive
1021443.0,"Rosenblatt Maintains Buy on Pentair, Raises Price Target to $52",2020-06-05 07:08:00-04:00,PNR,neutral
1021444.0,Shares of several industrial companies are trading higher in sympathy with the overall market as equities rally on coronavirus vaccine hopes as well as a pickup in economic activity as some US states reopen businesses.,2020-05-26 11:26:00-04:00,PNR,positive
1021445.0,"Shares of several industrial companies are trading higher amid market strength as news from a Moderna trial stoked optimism about a potential coronavirus vaccine, which has raised hopes of an economic rebound.",2020-05-18 10:23:00-04:00,PNR,positive
1021446.0,"UBS Maintains Neutral on Pentair, Raises Price Target to $36",2020-05-08 13:29:00-04:00,PNR,neutral
1021447.0,"Rosenblatt Maintains Buy on Pentair, Raises Price Target to $46",2020-05-04 07:06:00-04:00,PNR,neutral
1021448.0,"Citigroup Maintains Neutral on Pentair, Raises Price Target to $36",2020-05-01 12:30:00-04:00,PNR,neutral
1021449.0,"Oppenheimer Maintains Outperform on Pentair, Raises Price Target to $40",2020-05-01 08:54:00-04:00,PNR,neutral
1021450.0,"Stifel Maintains Hold on Pentair, Raises Price Target to $36",2020-05-01 08:50:00-04:00,PNR,neutral
1021451.0,"Morgan Stanley Maintains Overweight on Pentair, Raises Price Target to $40",2020-05-01 08:34:00-04:00,PNR,negative
1021452.0,"KeyBanc Maintains Overweight on Pentair, Raises Price Target to $40",2020-05-01 06:17:00-04:00,PNR,negative
1021453.0,"Pentair Q1 Adj. EPS $0.520 Beats $0.440 Estimate, Sales $710.000M Beat $688.640M Estimate",2020-04-30 06:57:00-04:00,PNR,neutral
1021454.0,"Stifel Maintains Hold on Pentair, Lowers Price Target to $34",2020-04-21 11:26:00-04:00,PNR,negative
1021455.0,"Shares of several industrial companies are trading lower as markets dip after oil prices fell to historic lows, partially stemming from weak demand caused by the coronavirus pandemic.",2020-04-21 11:16:00-04:00,PNR,negative
