Unnamed: 0,title,date,stock,sentiment
442693.0,Shares of several communication companies are trading lower amid market weakness as investors await today's Federal Reserve decision and update on the state of the economy. Markets have sold off over the past few sessions following a recent surge.,2020-06-10 10:47:00-04:00,ETM,negative
442694.0,Shares of several communication services companies are trading lower as equities sell off following recent rally. Stocks have rallied over the past week amid optimism towards the US economy reopening and investors have potentially taken some profits following run up.,2020-06-09 11:00:00-04:00,ETM,positive
442695.0,Shares of several communication companies are trading higher following strong US jobs data and continued optimism amid the reopening of the economy.,2020-06-05 09:50:00-04:00,ETM,positive
442696.0,11 Communication Services Stocks Moving In Wednesday's Pre-Market Session,2020-05-27 07:31:00-04:00,ETM,neutral
442697.0,Entercom Communications shares are trading higher despite the company reporting Q1 EPS down year over year and worse-than-expected Q1 sales results.,2020-05-14 12:02:00-04:00,ETM,positive
442698.0,"Entercom Communications Q1 EPS $(0.010) Down From $0.030 YoY, Sales $297.030M Miss $304.040M Estimate",2020-05-14 08:34:00-04:00,ETM,negative
442699.0,"Wells Fargo Maintains Equal-Weight on Entercom Communications, Lowers Price Target to $2",2020-04-28 09:01:00-04:00,ETM,positive
442700.0,"Guggenheim Maintains Buy on Entercom Communications, Lowers Price Target to $3.5",2020-04-23 11:13:00-04:00,ETM,negative
442701.0,"Shares of several communications and media companies are trading higher as equities gain amid a report suggesting Gilead Sciences' Remdesivir drug showed some effectiveness in treating the coronavirus. This has raised hopes of a sooner return to spending, economic activity, and investment.",2020-04-17 09:28:00-04:00,ETM,positive
442702.0,11 Communication Services Stocks Moving In Wednesday's Pre-Market Session,2020-04-15 07:37:00-04:00,ETM,neutral
442703.0,7 Communication Services Stocks Moving In Monday's Pre-Market Session,2020-04-13 07:35:00-04:00,ETM,neutral
442704.0,8 Communication Services Stocks Moving In Wednesday's Pre-Market Session,2020-04-08 07:55:00-04:00,ETM,neutral
442705.0,"B. Riley FBR Maintains Neutral on Entercom Communications, Lowers Price Target to $1",2020-04-07 09:48:00-04:00,ETM,negative
442706.0,"Benzinga's Top Upgrades, Downgrades For April 7, 2020",2020-04-07 09:41:00-04:00,ETM,positive
442707.0,B. Riley Downgrades Entercom Communications to Neutral,2020-04-07 05:56:00-04:00,ETM,neutral
442708.0,"B. Riley FBR Maintains Buy on Entercom Communications, Lowers Price Target to $4.5",2020-03-18 07:10:00-04:00,ETM,negative
442709.0,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,ETM,negative
442710.0,Entercom Reports Susan Larkin To Succeed Weezie Kramer As COO,2020-03-04 17:01:00-05:00,ETM,positive
442711.0,95 Biggest Movers From Yesterday,2020-02-27 05:18:00-05:00,ETM,neutral
442712.0,"Entercom Communications Q4 EPS $0.4 Beats $0.38 Estimate, Sales $414.118M Beat $412.24M Estimate",2020-02-25 08:16:00-05:00,ETM,neutral
442713.0,"Entercom Communications Q4 Adj. EPS $0.4 Beats $0.38 Estimate, Sales $414.1M Beat $412.24M Estimate",2020-02-25 08:09:00-05:00,ETM,neutral
442714.0,"Earnings Scheduled For February 25, 2020",2020-02-25 04:26:00-05:00,ETM,neutral
442715.0,Political Ad Spending To Boost Broadcast Companies In 2020 Race,2020-01-30 10:10:00-05:00,ETM,positive
442716.0,58 Biggest Movers From Yesterday,2019-11-12 04:25:00-05:00,ETM,neutral
442717.0,38 Stocks Moving In Monday's Mid-Day Session,2019-11-11 12:10:00-05:00,ETM,neutral
442718.0,﻿Entercom Communications shares are trading higher on continued momentum after the company reported better-than-expected Q3 EPS and sales results.,2019-11-11 10:13:00-05:00,ETM,positive
442719.0,80 Biggest Movers From Friday,2019-11-11 04:51:00-05:00,ETM,neutral
442720.0,65 Stocks Moving In Friday's Mid-Day Session,2019-11-08 13:15:00-05:00,ETM,neutral
442721.0,Entercom Communications shares are trading higher after the company reported better-than-expected Q3 EPS and sales results.,2019-11-08 09:05:00-05:00,ETM,positive
442722.0,"Entercom Communications Q3 EPS $0.28 Beats $0.27 Estimate, Sales $386.1M Beat $382.89M Estimate",2019-11-08 08:05:00-05:00,ETM,neutral
442723.0,"Earnings Scheduled For November 8, 2019",2019-11-08 04:08:00-05:00,ETM,neutral
442724.0,Entercom Communications Announced Content Distribution Partnerships With Alpha Media & Salem Media Group,2019-09-25 16:04:00-04:00,ETM,neutral
442725.0,"Wells Fargo Starts Coverage Of Music & Radio Stocks, Names iHeartMedia Top Pick",2019-09-24 12:50:00-04:00,ETM,positive
442726.0,"Benzinga's Top Upgrades, Downgrades For September 24, 2019",2019-09-24 09:46:00-04:00,ETM,positive
442727.0,"Wells Fargo Initiates Coverage On Entercom Communications with Market Perform Rating, Announces $4 Price Target",2019-09-24 07:12:00-04:00,ETM,positive
442728.0,60 Biggest Movers From Yesterday,2019-08-14 06:03:00-04:00,ETM,neutral
442729.0,50 Stocks Moving In Tuesday's Mid-Day Session,2019-08-13 12:32:00-04:00,ETM,neutral
442730.0,76 Biggest Movers From Yesterday,2019-08-13 04:57:00-04:00,ETM,neutral
442731.0,54 Stocks Moving In Monday's Mid-Day Session,2019-08-12 12:20:00-04:00,ETM,neutral
442732.0,Entercom Communications shares are trading lower after the company cut its quarterly dividend from $0.09 to $0.02 per share.,2019-08-12 08:22:00-04:00,ETM,neutral
442733.0,28 Stocks Moving In Monday's Pre-Market Session,2019-08-12 08:14:00-04:00,ETM,neutral
442734.0,Entercom Cuts Qtr. Dividend From $0.09 To $0.02/Share; Will Reallocate ~$39M Of Capital Freed Up On Annual Basis To Buyback,2019-08-09 16:59:00-04:00,ETM,positive
442735.0,90 Biggest Movers From Yesterday,2019-08-08 05:17:00-04:00,ETM,neutral
442736.0,Mid-Afternoon Market Update: NASDAQ Turns Positive; Owens & Minor Shares Jump On Upbeat Earnings,2019-08-07 14:38:00-04:00,ETM,positive
442737.0,Stocks That Fell Through 52-Week Lows Wednesday,2019-08-07 14:22:00-04:00,ETM,negative
442738.0,75 Stocks Moving In Wednesday's Mid-Day Session,2019-08-07 13:16:00-04:00,ETM,neutral
442739.0,Mid-Day Market Update: Crude Oil Down Over 5%; Weight Watchers Shares Spike Higher,2019-08-07 12:16:00-04:00,ETM,negative
442740.0,Entercom Communications shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results.,2019-08-07 10:33:00-04:00,ETM,neutral
442741.0,Mid-Morning Market Update: Markets Open Lower; CVS Health Earnings Beat Views,2019-08-07 10:10:00-04:00,ETM,negative
442742.0,"Entercom Reports Purchase Of Pineapple Street Media, Cadence13, No Terms Disclosed",2019-08-07 08:46:00-04:00,ETM,negative
442743.0,"Entercom Communications Q2 EPS $0.26 Misses $0.31 Estimate, Sales $380.665M Miss $386.82M Estimate",2019-08-07 08:45:00-04:00,ETM,negative
442744.0,New 52-Week Lows For Monday Morning,2019-08-05 13:16:00-04:00,ETM,negative
442745.0,"Entercom Communications Q1 EPS $0.03 Misses $0.05 Estimate, Sales $309.005M Miss $309.73M Estimate",2019-04-30 09:25:00-04:00,ETM,negative
442746.0,Entercom And Nielsen Announce Data-Driven Comprehensive Agreement,2019-04-24 12:17:00-04:00,ETM,positive
442747.0,"Entercom Communications Q4 GAAP EPS $(2.80), Sales $411.375M Beat $410.45M Estimate",2019-02-22 08:09:00-05:00,ETM,neutral
442748.0,"Earnings Scheduled For February 22, 2019",2019-02-22 04:07:00-05:00,ETM,neutral
442749.0,"Entercom To Acquire NASH FM 94.7 In New York And Two Stations In Springfield, Terms Not Disclosed",2019-02-13 16:15:00-05:00,ETM,neutral
442750.0,"Stocks Trading Ex Dividend For Mon., Nov. 26, 2018",2018-11-26 10:43:00-05:00,ETM,neutral
442751.0,"Stocks That Will Be Trading Ex Dividend Mon., Nov. 26, 2018",2018-11-23 09:06:00-05:00,ETM,neutral
442752.0,"Stocks Which Set New 52-Week Low Yesterday, Tues., Nov. 20, 2018",2018-11-21 08:50:00-05:00,ETM,negative
442753.0,"Entercom Communications Corporation Q3 EPS $0.26, Inline, Sales $378.508M Miss $382M Estimate",2018-11-06 07:51:00-05:00,ETM,negative
442754.0,"Benzinga's Top Upgrades, Downgrades For November 1, 2018",2018-11-01 09:48:00-04:00,ETM,positive
442755.0,"Guggenheim Initiates Coverage On Entercom Communications with Buy Rating, Announces $8.50 Price Target",2018-11-01 07:01:00-04:00,ETM,neutral
442756.0,"Stocks Which Set New 52-Week Low Yesterday, October 29th",2018-10-30 12:40:00-04:00,ETM,negative
442757.0,"Jim Cramer Weighs In On Marvell Technology, Cheniere Energy And More",2018-10-30 06:58:00-04:00,ETM,positive
442758.0,"Stocks Which Set New 52-Week Low Friday, October 26th",2018-10-29 09:56:00-04:00,ETM,negative
442759.0,26 Stocks Moving In Tuesday's Pre-Market Session,2018-09-04 08:01:00-04:00,ETM,neutral
