Unnamed: 0,title,date,stock,sentiment
1243965.0,"Shares of several energy companies are trading lower as oil prices dip. Concerns of a second wave of the coronavirus have caused economic uncertainty and clouded demand outlook, while a recent build in US crude inventories has led to continued oversupply concerns.",2020-06-11 09:54:00-04:00,TNP,negative
1243966.0,"Earnings Scheduled For June 11, 2020",2020-06-11 04:14:00-04:00,TNP,neutral
1243967.0,Shares of several oil & gas companies are trading higher after OPEC+ agreed to extend production cuts into July.,2020-06-08 09:59:00-04:00,TNP,positive
1243968.0,17 Energy Stocks Moving In Monday's Pre-Market Session,2020-05-04 07:43:00-04:00,TNP,positive
1243969.0,108 Biggest Movers From Yesterday,2020-04-30 05:30:00-04:00,TNP,neutral
1243970.0,82 Stocks Moving In Wednesday's Mid-Day Session,2020-04-29 12:50:00-04:00,TNP,neutral
1243971.0,Stocks That Hit 52-Week Highs On Tuesday,2020-04-28 10:18:00-04:00,TNP,neutral
1243972.0,16 Energy Stocks Moving In Tuesday's Pre-Market Session,2020-04-28 07:39:00-04:00,TNP,positive
1243973.0,96 Biggest Movers From Yesterday,2020-04-28 04:22:00-04:00,TNP,neutral
1243974.0,72 Stocks Moving In Monday's Mid-Day Session,2020-04-27 12:34:00-04:00,TNP,neutral
1243975.0,20 Energy Stocks Moving In Monday's Pre-Market Session,2020-04-27 07:44:00-04:00,TNP,positive
1243976.0,44 Stocks Moving In Tuesday's Mid-Day Session,2020-04-21 12:31:00-04:00,TNP,neutral
1243977.0,20 Energy Stocks Moving In Tuesday's Pre-Market Session,2020-04-21 07:57:00-04:00,TNP,positive
1243978.0,30 Stocks Moving in Tuesday's Pre-Market Session,2020-04-21 07:18:00-04:00,TNP,neutral
1243979.0,76 Biggest Movers From Yesterday,2020-04-03 05:19:00-04:00,TNP,neutral
1243980.0,60 Stocks Moving In Thursday's Mid-Day Session,2020-04-02 12:40:00-04:00,TNP,neutral
1243981.0,Mid-Morning Market Update: Markets Open Higher; IHS Markit Earnings Beat Expectations,2020-03-24 10:21:00-04:00,TNP,neutral
1243982.0,Tsakos Energy Navigation: Q4 Earnings Insights,2020-03-24 08:50:00-04:00,TNP,positive
1243983.0,TEN Announces $50M Buyback,2020-03-24 08:10:00-04:00,TNP,neutral
1243984.0,"Tsakos Energy Navigation Q4 EPS $0.34 Beats $0.31 Estimate, Sales $175.386M Beat $151.5M Estimate",2020-03-24 08:10:00-04:00,TNP,positive
1243985.0,"Earnings Scheduled For March 24, 2020",2020-03-24 03:45:00-04:00,TNP,neutral
1243986.0,Stocks That Hit 52-Week Lows On Monday,2020-03-23 10:34:00-04:00,TNP,negative
1243987.0,108 Biggest Movers From Yesterday,2020-03-11 05:34:00-04:00,TNP,neutral
1243988.0,Stocks That Hit 52-Week Lows On Friday,2020-03-06 11:22:00-05:00,TNP,negative
1243989.0,140 Biggest Movers From Friday,2020-03-02 04:43:00-05:00,TNP,neutral
1243990.0,Stocks That Hit 52-Week Lows On Thursday,2020-02-27 10:23:00-05:00,TNP,negative
1243991.0,Stocks That Hit 52-Week Lows On Tuesday,2020-02-25 10:22:00-05:00,TNP,negative
1243992.0,11 Oil & Gas Midstream Stocks Moving In Tuesday's Session,2020-01-21 14:37:00-05:00,TNP,neutral
1243993.0,Stocks That Hit 52-Week Highs On Friday,2019-12-20 11:59:00-05:00,TNP,neutral
1243994.0,"Tanker Bosses Give Thanks For Six-Figure Rates, Order Drought",2019-11-27 17:35:00-05:00,TNP,positive
1243995.0,Shipping's Spot-Rate Model Could Collide With Green Agenda,2019-11-27 09:19:00-05:00,TNP,negative
1243996.0,"Tsakos Energy Navigation Q3 EPS $(0.22) Misses $(0.12) Estimate, Sales $131.002M Beat $106.83M Estimate",2019-11-26 08:19:00-05:00,TNP,positive
1243997.0,Why Crude Tanker Rates Just Fell (Halfway) Back To Earth,2019-10-16 13:49:00-04:00,TNP,negative
1243998.0,Stocks That Hit 52-Week Highs On Tuesday,2019-10-15 10:32:00-04:00,TNP,neutral
1243999.0,Stocks That Hit 52-Week Highs On Monday,2019-10-14 10:47:00-04:00,TNP,neutral
1244000.0,Stocks That Hit 52-Week Highs On Friday,2019-10-11 10:18:00-04:00,TNP,neutral
1244001.0,Stocks That Hit 52-Week Highs On Wednesday,2019-10-09 11:05:00-04:00,TNP,neutral
1244002.0,Increased Optimism On The Tariff Front Could Help Trade-Sensitive Stocks Like Chipmakers,2019-10-09 10:03:00-04:00,TNP,positive
1244003.0,38 Biggest Movers From Yesterday,2019-10-08 05:39:00-04:00,TNP,neutral
1244004.0,30 Stocks Moving In Monday's Mid-Day Session,2019-10-07 12:32:00-04:00,TNP,neutral
1244005.0,45 Biggest Movers From Friday,2019-10-07 06:11:00-04:00,TNP,neutral
1244006.0,34 Stocks Moving In Friday's Mid-Day Session,2019-10-04 12:43:00-04:00,TNP,neutral
1244007.0,"Tsakos Energy Navigation Q2 Adj. EBITDA $55.827M vs $42.215M In Same Qtr. Last Year, Sales $144.02M Beat $100.61M Estimate",2019-09-06 08:19:00-04:00,TNP,positive
1244008.0,"Earnings Scheduled For September 6, 2019",2019-09-06 04:29:00-04:00,TNP,neutral
1244009.0,55 Biggest Movers From Yesterday,2019-06-07 05:33:00-04:00,TNP,neutral
1244010.0,42 Stocks Moving In Thursday's Mid-Day Session,2019-06-06 12:36:00-04:00,TNP,neutral
1244011.0,TEN Outperforms Spot Tanker Rates With Conservative Approach,2019-06-06 12:32:00-04:00,TNP,neutral
