Unnamed: 0,title,date,stock,sentiment
152618.0,"Mizuho Initiates Coverage On Brookfield Renewable with Neutral Rating, Announces Price Target of $49",2020-05-15 07:05:00-04:00,BEP,neutral
152619.0,Brookfield Renewable Q1 FFO $0.060 Down From $0.140 YoY,2020-05-06 07:05:00-04:00,BEP,neutral
152620.0,"Barclays Maintains Overweight on Brookfield Renewable, Lowers Price Target to $51",2020-04-02 10:03:00-04:00,BEP,negative
152621.0,"Credit Suisse Maintains Neutral on Brookfield Renewable, Raises Price Target to C$60",2020-03-17 08:06:00-04:00,BEP,positive
152622.0,"Credit Suisse Upgrades Brookfield Renewable to Neutral, Raises Price Target to C$64",2020-03-12 05:59:00-04:00,BEP,positive
152623.0,"RF Lafferty Initiates Coverage On Brookfield Renewable with Buy Rating, Announces $59 Price Target",2020-03-03 09:55:00-05:00,BEP,neutral
152624.0,"TD Securities Maintains Hold on Brookfield Renewable, Raises Price Target to $52",2020-02-07 10:01:00-05:00,BEP,positive
152625.0,"Wells Fargo Maintains Overweight on Brookfield Renewable, Raises Price Target to $57",2020-02-07 08:51:00-05:00,BEP,negative
152626.0,"Brookfield Renewable Q4 FFO $0.55 vs $0.66 In Same Qtr. Last Year, EPS $(0.21) vs $0.20 Year Over Year",2020-02-06 06:54:00-05:00,BEP,neutral
152627.0,Credit Suisse Downgrades Brookfield Renewable to Underperform,2020-02-03 08:02:00-05:00,BEP,positive
152628.0,Brookfield Renewable Raises Qtr Dividend From $0.515 to $0.5425/Share,2020-01-13 07:45:00-05:00,BEP,neutral
152629.0,"Wells Fargo Maintains Outperform on Brookfield Renewable, Raises Price Target to $46",2019-11-12 07:47:00-05:00,BEP,positive
152630.0,"RBC Capital Maintains Sector Perform on Brookfield Renewable, Raises Price Target to $45",2019-11-12 07:18:00-05:00,BEP,neutral
152631.0,"Brookfield Renewable Q3 EPS $(0.17) Up From $(0.18) YoY, Sales $642M Miss $657M Estimate",2019-11-11 06:52:00-05:00,BEP,negative
152632.0,"Barclays Maintains Overweight on Brookfield Renewable, Raises Price Target to $45",2019-09-30 07:37:00-04:00,BEP,negative
152633.0,"TD Securities Maintains Buy on Brookfield Renewable, Raises Price Target to $43",2019-09-30 07:27:00-04:00,BEP,positive
152634.0,"Brookfield Renewable Q2 EPS $0.05 Up From $(0.01) YoY, FFO $0.74 vs $0.55 In Same Qtr. Last Year",2019-07-31 08:12:00-04:00,BEP,neutral
152635.0,Credit Suisse Downgrades Brookfield Renewable to Neutral,2019-07-25 08:21:00-04:00,BEP,positive
152636.0,"Barclays Initiates Coverage On Brookfield Renewable with Overweight Rating, Announces $40 Price Target",2019-07-11 08:00:00-04:00,BEP,negative
152637.0,"Brookfield Renewable Partners L.P. Q1 EPS $0.14 Up From $0.03 YoY, Sales $825M Beat $657M Estimate",2019-05-02 08:19:00-04:00,BEP,neutral
152638.0,"Brookfield Renewable Q4 Adj. EBITDA $371M, FFO $0.66 vs $0.46 In Same Qtr. Last Year",2019-02-08 06:51:00-05:00,BEP,neutral
152639.0,"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",2018-12-20 11:33:00-05:00,BEP,negative
152640.0,"Stocks Trading Ex Dividend For Thurs., Nov. 29, 2018",2018-11-29 10:48:00-05:00,BEP,neutral
152641.0,"Stocks That Will Be Trading Ex Dividend Thurs., Nov. 29, 2018",2018-11-28 11:37:00-05:00,BEP,neutral
152642.0,"Stocks Which Set New 52-Week Low Yesterday, October 31st",2018-11-01 10:37:00-04:00,BEP,negative
152643.0,"Brookfield Renewable Partners L.P. Q3 EPS $(0.18) Down From $(0.14) YoY, Sales $674M Beat $657M Estimate",2018-10-31 07:54:00-04:00,BEP,neutral
152644.0,"Stocks Which Set New 52-Week Low Yesterday, October 29th",2018-10-30 12:40:00-04:00,BEP,negative
152645.0,"Stocks Which Set New 52-Week Low Friday, October 26th",2018-10-29 09:56:00-04:00,BEP,negative
152646.0,"Stocks Which Set New 52-Week Low Yesterday, October 23rd",2018-10-24 10:06:00-04:00,BEP,negative
152647.0,"Stocks Which Set New 52-Week Low Yesterday, October 22nd",2018-10-23 09:54:00-04:00,BEP,negative
152648.0,"Stocks Which Set New 52-Week Low Yesterday, October 11th",2018-10-12 11:30:00-04:00,BEP,negative
152649.0,"Stocks Which Set New 52-Week Low Yesterday, October 10th",2018-10-11 09:11:00-04:00,BEP,negative
152650.0,Deutsche Bank Initiates Coverage On Brookfield Renewable with Sell Rating,2018-09-28 09:49:00-04:00,BEP,neutral
152651.0,"Stocks Trading Ex Dividend For Thurs., Aug. 30, 2018",2018-08-30 09:46:00-04:00,BEP,neutral
152652.0,"Stocks That Will Trading Ex Dividend Thursday, August 30th:",2018-08-29 09:55:00-04:00,BEP,neutral
